gene 2h 6h 16h 24h 48h 72h
I_964556 90.993807596 77.7370944107 73.0960974065 58.5494993267 88.332581888 71.9741934995
PPP3CC 83.4273244261 43.4057777521 48.1173004292 98.9012546447 94.406450569 79.7585030038
CYFIP2 140.13388412 101.547662853 97.5085532655 93.7812810185 149.941513936 164.952784083
DKFZp761C121 58.84408581 69.0657856442 63.5573396286 109.321967211 86.2007583755 62.3741316489
TUBA2 127.708572509 101.771300228 75.6957638883 49.8508711422 38.3985453884 57.7192204428
MGC4368 122.951233351 90.5327405798 152.246390741 186.249500573 116.468499095 167.039425713
PRCC 134.327245383 89.3124807271 133.242010663 117.323743529 145.989856105 119.321508342
SHMT2 154.635943227 166.72558267 179.266452509 129.781996591 114.786101295 108.041255352
PMSCL2 103.68575764 72.919998004 64.5649264131 107.435202051 88.58023041 71.2881113514
NOL5A 90.7566597194 156.414436994 138.361472532 101.823499392 99.4299314771 155.945016655
ZFP37 85.9349853109 148.36776376 104.722509094 163.196491309 85.6870388656 86.3877948962
RGL 96.1044287565 37.9194880055 50.7697991234 75.7835617633 70.506204039 63.1997598723
I_1201929 95.1881592829 57.2393621296 41.9041070068 60.2471083161 57.6229679296 50.3615926811
FLJ20432 73.7808146125 204.608860963 146.334516014 149.136729878 132.432471676 103.677349107
IFITM2 128.253053722 131.385780097 174.491764492 162.960448838 285.921260954 276.751676585
SLC16A6 81.8759911328 104.618967135 65.1210255504 126.345933215 104.360927198 102.037617456
NDUFA8 120.783382846 137.663498086 120.546547735 152.000819093 190.962669718 175.073427703
SERPINI1 84.4123780346 165.159084776 134.6615683 185.867096907 116.525088129 197.531730342
FLJ11222 74.58360135 90.8642081569 54.6469375612 65.936589583 60.2204654937 30.2692538569
CD58 60.7528987965 69.0891319614 67.4149217129 127.294829976 92.7248552696 107.181181675
FLJ10858 49.5741346991 50.0783667409 41.319571784 73.995026303 68.3687402573 28.2301020469
DAAM1 96.577252877 40.5062651318 66.9083021358 91.3047563645 96.1767539552 109.439938681
SQLE 85.9358452041 92.9479258105 99.2813524721 135.205060191 122.324094643 100.163694526
NTS 104.229216481 102.496827367 122.273478184 185.378471032 102.644821831 213.042540399
FLJ10460 80.9567280888 104.651059087 83.5834546437 90.4140016496 63.7665500254 57.1045456882
DDX10 119.515037256 83.8036817849 106.413401682 69.7018555958 139.033065953 74.8203595031
TFAM 79.6154305035 178.04334267 108.108535218 119.988929411 104.088797592 76.3870858423
I_961761 71.4611956188 87.0081799278 79.1616070078 130.870732066 96.3940467389 75.3543984622
I_1109437 42.3179084924 69.6340036721 43.3096258142 43.2342805765 52.4816990195 34.0881163506
DKFZp762K2015 68.7554906293 49.0782663167 57.4873158373 103.73752572 86.2419257856 68.0828104199
LOXL1 91.1883287565 98.6748551893 71.6309754747 59.5142233691 58.6140479914 44.5722081089
I_963635 172.143696291 135.531172113 103.8742877 67.8781292851 87.6994289631 125.152954475
TLR3 109.524785485 150.242626696 267.099866705 230.904672621 136.43490251 147.649105168
EIF2C1 108.773635707 92.4565813523 71.4150938676 88.1259425548 120.139440897 95.1597294411
FLJ20038 51.7725271256 62.3417376566 61.5012977733 111.955714823 98.981716901 63.634720918
FLJ10688 102.327134706 45.8542133126 81.349648142 90.6930933549 114.359495927 119.635179106
FLJ12910 56.0461780898 96.4209715701 60.9618788244 116.263169408 94.6277267591 61.758122662
H1F4 69.3246483351 42.5267376506 102.846720642 34.6133003987 62.6062713452 119.271357363
ORC3L 70.4884690628 76.35579409 47.8759734699 96.0290109654 68.7274223202 67.0169180947
I_963449 83.8482975605 82.8044503501 91.42180263 108.495473066 132.703246247 119.752848166
CKS2 52.6232386967 58.6470169378 42.981427396 44.8294772331 27.1043491617 23.1433064501
HADHB 109.174983267 113.0127155 98.0411311151 136.597600956 144.444801307 150.060251781
KRT13 102.699716988 94.1152915785 73.5478010912 88.9013400053 109.901326378 177.447176655
IRF2 74.1983129646 43.5424689254 64.723548253 95.9253707537 78.8014654794 93.3785904906
CLC_2 105.24762806 123.910976544 118.386486944 223.414280047 121.364366539 144.032518651
FAT 90.0898458388 51.9700354062 45.359387015 71.2658669456 83.3167551812 49.6436575978
IF2 120.139604614 78.1263561556 54.1655485583 103.208146206 89.2476764876 69.4765366618
DKFZP434L0718 80.407726337 39.3306022272 35.0554960782 63.2650121701 64.1917424585 45.1271336939
REV3L 36.1527138973 32.2607514342 40.017209524 76.261231519 80.7415791753 48.4686655982
DPP7 179.891809129 115.17079782 189.190366752 122.530744761 110.704200807 164.231383879
MRPL19 83.159813856 109.221636317 56.873761102 92.7100487038 83.2212257016 62.4827491729
RPP30 97.4727544693 86.8269983999 66.0102652776 90.1817002285 74.7267208701 68.0620343641
ARHGDIB 101.992743916 133.445702637 83.3727575366 75.2812875461 96.6594741967 87.4256338593
PPGB 85.6089494431 98.4070950329 115.772999323 160.516342769 119.763028415 95.7561139503
FLJ20641 55.826156675 63.2146409759 30.1092979155 32.596216203 37.5994421655 15.6629997869
MRPL50 57.5728942904 129.371119368 95.8929394939 132.773498365 89.1077385522 68.3756353179
I_963093 75.4369304159 67.0004920574 54.9319168991 39.0202181569 71.5641262041 52.9895796469
PRIM2A 79.8695031972 23.6246454144 25.1948060749 36.2301280524 45.0984893532 22.9702798582
RNUT1 89.6035066102 49.708235336 70.3936500657 111.726031009 89.9071721926 77.402341385
DKFZP434G2226 29.9358948637 12.996996799 16.6447521825 33.4696190378 34.9884621931 14.5716869946
KIAA0433 65.8191397587 76.7721335368 36.4793065475 84.5849322951 86.2288274315 55.5686445845
Spir-1 89.8235557001 42.9408952934 47.8247970681 50.291731601 65.6124252984 54.790285753
LOC51290 64.3471082722 88.193345466 50.4908156991 77.3734732955 58.9252972372 48.0504134886
EIF2B2 103.369394982 113.20800794 139.996907431 140.280898772 129.944552967 100.593271212
I_966077 110.233299117 100.615637387 63.8647045463 46.5743665318 99.531637905 78.5218544263
HT021 67.879226442 118.153045128 78.9610091946 113.09938975 76.4410210951 67.3293046293
FLJ20886 77.6237554098 63.972836649 51.100616228 108.479600909 106.818734308 62.9080451231
GSTP1 106.140891616 124.178815372 163.999152792 156.675195899 111.041228091 108.142046304
BBX 75.7910076651 52.6780566456 26.4692422007 43.6127501671 46.6429922932 37.2557123647
RAD54B 40.3787418514 39.6235852713 40.2522434535 69.3269843833 57.8117398833 28.6791310789
FLJ11088 75.8346554476 83.3788809733 41.02710051 36.8233009229 58.1398568324 36.7641358873
CYB561 149.009170864 146.601050151 184.274482642 156.467804559 112.750746945 169.805897175
I_1109838 77.9624044087 107.073553989 67.7179195443 51.8769837696 53.5625832627 50.5588000336
NT5C3 83.2408101248 94.7517256186 62.9030560901 111.419414586 87.7684743026 64.7717833407
IF2 118.210897723 76.7069651254 61.2656682839 101.424530061 88.0622391426 67.3329492593
FLJ11730 67.6304741739 81.8587101224 64.7378452298 137.664044659 121.515421448 93.4518185593
FLJ13490 65.0031742955 98.6040352869 85.6126458461 134.572597181 102.916000817 87.2239427748
NR2F1 46.5626117487 35.1855526176 27.1183716856 58.2117263715 27.2679334266 22.34617035
HDGF 119.671817486 82.0022788493 58.2506117018 74.6653992204 74.4544754108 71.7420634552
PPP1R12A 55.7372024143 21.1382390039 32.3034053139 63.1747552044 76.1358480485 42.6748252306
POLR2I 151.901626741 144.484254067 152.768931349 105.110151574 91.7717419968 105.591986425
PI4KII 79.0136155148 115.762236517 154.68535912 85.9001370359 110.508827009 158.576321065
STAF42 55.4281790313 94.8771971688 84.3286343974 124.907992433 101.854255022 80.2095653556
GATM 74.8901032083 163.81365164 116.720613144 190.277663756 115.439577596 105.35407804
SIP1 64.9802174668 73.3985452282 60.2881098546 113.190093758 100.310768738 67.6463051371
VPS28 120.139321232 96.9111201139 120.36574929 114.463572074 165.135707073 164.926241272
LOC55871 66.414407624 119.273726122 74.4260467392 94.0639043434 51.4341506293 51.892999589
FLJ20641 55.3662943864 67.8601357883 31.1773828104 34.2699636094 37.0034127798 15.5394514076
I_958654 118.81606931 74.0532184291 54.307822013 74.2313771878 102.965725769 99.7932840804
GLG1 109.825674207 82.0603218062 74.62028022 74.9015404994 63.1332360059 53.783971712
MGC9084 73.1756824677 192.991373089 140.858759058 137.931848215 104.83785149 90.9888858346
PRKAA2 76.2803009677 43.3673127599 50.4623968565 86.3193965355 67.0712096104 56.3275808761
PGR1 109.850052556 119.042211055 125.920631746 149.841290305 146.174596712 123.366451613
I_964072 87.8433378697 33.4255011504 38.1707614347 60.0217440498 78.202785347 46.9564639272
PRO1331 118.449964977 81.2296267316 73.5108235747 94.629905125 152.379036696 150.654552485
TCF7 168.191291314 115.475662007 81.0511852935 83.2786968183 109.294712313 99.4497421773
GTR2 134.390870253 109.750019417 150.401275703 119.546014303 106.699247312 106.362355752
CSTF2T 49.4337185005 169.920469793 183.286823986 202.101207156 162.864158045 140.854554238
C7orf11 78.2866031746 123.263590622 96.2908160162 170.774186407 143.246975956 117.380395237
ATP6V1C1 69.4815634717 122.259111781 82.1636255217 112.286346861 93.5979163231 88.2033687635
LOC51759 129.473547529 162.892604225 163.597590827 147.236500456 128.05565993 149.070701727
FLJ11159 79.5792211826 209.499397227 139.266382796 148.728759649 130.251999364 109.419010251
FLJ20003 72.7401423896 69.5190434701 36.4693499344 74.3489614954 60.6985009378 55.7681524631
DKFZp434M0331 138.336246099 88.3263845375 125.96137507 145.993188613 129.37680352 142.768027696
CCRL2 125.909791497 99.1705899347 126.417376631 183.683267865 198.182092061 219.915154241
FLJ22283 108.701726594 91.2396433266 87.7523426225 147.79386964 141.479979293 116.260574278
SFTPC 115.411159992 98.9568841444 118.547777103 153.568587868 116.30062106 190.518493904
MGC5302 70.6768771946 85.4563138524 82.703716494 136.418252112 120.61207584 95.0612454221
N4BP1 69.8713180216 65.1353793553 90.7643602659 124.435153759 91.7906912219 119.560284906
COL16A1 95.5065542958 112.677112943 99.5596401541 106.851680794 91.787485814 61.1390924881
STX3A 64.5737656902 56.3793192751 69.3843057895 95.4892043626 99.4639749597 78.3777369605
MBLR 81.9506385616 71.9769851263 66.9496279782 108.0493872 90.2629341076 70.9939543
ZNF84 66.326858504 105.022200611 97.9319833573 136.097333974 73.4125445842 100.892806346
CARD9 131.772883219 247.688464317 231.52523628 159.597858559 121.390616625 143.779105964
I_928416 77.314115016 113.384771691 104.624945263 88.2141812999 80.8000527529 69.9168993384
DKFZP761I172 54.2151969406 91.5859227836 79.2936160523 178.081980562 101.511507373 119.395856471
SLU7 94.6278535465 170.210608046 177.92446735 181.252025701 146.464481499 131.450231161
CRSP6 75.4120075807 93.2265659742 97.9390608472 130.529492544 132.003645724 100.380142969
KHSRP 202.039702705 117.174046014 117.777113967 106.132826085 87.064717856 87.9091693881
HARC 69.161196444 155.890777964 120.9695342 159.846674926 152.858814431 147.425309305
LOC51112 162.20358386 52.5347199322 55.5754786581 82.201441579 87.333415174 89.9179637322
ARSDR1 88.6680994727 87.5920410458 100.075717967 115.508423931 83.4429632921 72.4814880284
UTX 30.3269354399 20.1490041575 39.0085186739 67.2472453569 70.9548524211 41.0861300242
SLC2A4RG 110.004287273 98.5253409517 80.8641680676 65.2027650882 58.0643603701 49.2488366187
SAE1 98.8597333995 86.9506688307 45.1889752967 65.5176202475 70.9399654624 50.304246036
OXA1L 124.125322058 106.014557091 118.881304339 150.041215751 111.35780714 120.184315394
I_1002389 135.474117762 142.537794529 180.380235468 154.185441552 251.254257683 228.375282743
TCERG1 89.728721488 46.1650928053 34.5703661736 56.5656349235 51.2146972964 35.9400477069
KIAA0852 122.005113961 77.7755933913 84.080294814 123.780378535 128.336474504 94.2548439199
LOC55901 82.4843718042 156.300716627 187.370239084 211.595212828 200.652164636 193.203907017
GPR108 125.817291906 110.439140943 152.227858733 152.81235827 165.697325915 187.68986335
DKFZP434B195 64.8616968134 86.9288747564 57.1819887147 90.345337488 57.2302303573 46.6322055779
C21orf66 50.8936224629 126.43855398 75.7692787493 128.870573933 85.6290598597 69.3610915094
AMPH 113.012117183 80.1056505391 67.4186057921 64.1631771412 93.427414913 74.781690295
SPG7 80.2121061803 82.0463197431 69.2012825223 105.733922846 129.463780675 107.041600974
KIAA0942 68.7932795347 40.133376636 78.3575363794 40.602050475 45.2905685713 65.1662797493
DDX18 82.7887324878 80.7661611922 56.8419746197 111.306776694 101.508586742 73.1819029147
TAF1A 65.1814031863 80.1920033971 58.8247646686 84.3046874368 82.7232198429 50.4049068116
C20orf11 110.324355935 135.373153453 135.52173962 165.306965224 147.666191531 111.491465864
LOC51290 66.5116226887 89.0890898881 47.6921621934 76.2430257653 59.3623570476 46.2938723788
DNAJB5 108.74650975 83.2986640014 115.290198086 134.596331873 159.535726287 123.364250064
FLJ10458 129.973041579 90.7186514741 108.36320289 142.371838116 131.480759382 121.455400697
PLAA 90.8828635935 68.892425591 75.3142297367 115.928305234 113.632756718 100.984935293
I_1152045 108.093746509 117.513387535 139.060620299 188.732636912 168.22147541 148.538041875
GLIO703 88.134431414 129.041761641 97.7797241213 55.1342883172 80.8803716704 66.2894498133
PLCE1 111.562327158 63.5473822209 60.6246999087 53.037997049 67.8926457124 57.3044439821
MGC5302 71.4857280881 86.1043975872 84.7679253242 138.032240033 120.942894901 97.0855826261
JTV1 178.779671212 132.932432643 144.248849873 105.468124801 153.150792459 127.80976277
COPS4 76.6783604769 114.873826527 74.1922870636 130.573505481 113.319831215 98.6247826623
COL4A3BP 90.5338192392 42.0351144127 61.1514451294 107.774103518 64.8062815188 79.1193011425
FLJ22624 38.0156494225 57.0024482365 36.2162684072 41.2659624501 30.7176345946 15.9946877456
POLRMT 157.777564172 100.813143062 118.274998045 110.900227343 158.89653239 152.302961182
RPC62 115.18323829 59.9594847526 113.710869619 158.696358171 140.35103268 140.171820723
SPTLC1 63.2573542388 86.946812083 58.1338893099 98.361589306 93.625174396 61.6889450118
PRKRIR 64.5308689254 118.184329099 85.6031833115 102.555061549 100.505139853 64.4413393737
PWP1 77.9918439412 76.4690489806 50.7298929424 100.34001786 107.286992573 69.3683089825
TP53BPL 77.2356459068 204.580525061 176.66237856 176.383651649 141.377167812 115.626787441
IMP13 106.542699839 90.2981684865 130.15792711 128.196523879 145.663755169 136.596103469
NSBP1 86.2452039132 131.836211925 117.81954568 166.513617747 104.265825789 88.8397168595
CPS1 98.6051015759 96.8835535431 70.6173271226 59.5188398249 68.5664454706 58.0332277303
RAMP 85.9139905875 41.4142983639 47.4696705404 85.2162639262 73.8731638998 31.8106686215
RNGTT 95.5111569686 49.977100301 46.923769327 43.1089687804 56.7228579926 33.6256908572
ATP6V1F 96.8842559823 133.823184816 164.892332733 155.599195163 208.185178455 170.201374986
MDH1 63.5215232974 127.442779395 101.032113863 131.167706315 136.252371736 109.308234695
WHSC1 101.016475666 74.0376297274 56.2350322958 47.1172380536 54.8023895675 45.9081707532
I_966457 120.50988663 100.468253092 92.8269855197 78.7990383774 96.7395124508 102.353466267
I_1000315 97.3120106847 70.8811980515 83.2600738366 56.4123762985 103.226517409 93.7067085131
ESM1 70.4385294328 167.640851326 96.9055973193 89.2519130681 134.782144441 83.0447784616
LOC51290 65.3750033319 90.9874271936 49.850946539 77.2250486591 57.6174323455 47.992664093
PDEF 183.421533653 124.35324731 211.181569131 125.067614263 120.417282076 162.200764565
ING1L 54.7311033911 124.839345611 85.9326878967 113.068022729 68.2080488607 49.365929954
EML1 77.0755132788 54.5986094384 32.4961745686 53.993788506 52.2655099859 43.8207029614
KIAA0111 112.144380151 194.837707318 163.94809166 151.426568801 136.663741052 89.901643118
RFP2 82.738511773 219.993254489 186.480419627 221.817330178 221.759299597 180.257011574
CTSB 71.3205192167 105.412855363 110.274434642 105.545322315 82.0978935367 57.0099990285
I_964005 78.0798124163 53.2514181247 56.9633622228 78.9460567331 90.5515938371 62.4931122343
I_1000061 48.5244474125 60.5174631432 55.8179009295 98.8111580131 85.7203149009 54.2407707076
LOC51643 83.5685734045 111.091421434 82.6514194734 122.003084527 152.779515027 139.757589076
FLJ11159 76.060987515 212.936524191 135.738808737 151.741891658 128.638240523 113.977054514
C3 127.229241596 109.940984759 125.57231783 119.696872723 81.9171123453 131.608957922
SETMAR 83.3127135336 142.649614584 128.10612266 105.657308467 103.134272452 82.0724868116
FLJ13611 59.7695682294 71.0603046046 61.356019692 111.252483434 112.671592138 84.2416126225
LOC51290 64.269406505 92.7117792877 50.9749493197 77.3146778209 57.2213338933 48.3882573103
PRDM10 62.8101515314 42.8997691648 71.1347007737 121.931232547 77.40147841 73.2813853361
RAD50 91.7639327032 57.6124744553 45.8554349996 86.0829766142 123.500375903 87.2338873406
I_1109618 63.4762183476 127.475873169 120.143997171 130.487942287 77.8061413607 89.3994794434
FOSL2 80.4925877908 88.8241125106 113.172830133 129.539163679 163.859992511 116.831568044
BLP2 96.6079452856 118.527095958 104.601335547 129.0577926 117.257512512 106.007445063
MYH3 74.0780458254 111.382754338 100.57999585 61.5765929933 77.4399622259 83.3821204963
ANAPC11 83.0589137306 117.178749249 106.570356401 90.180853858 70.1479854787 76.2346998631
MGC4342 119.603725889 111.381921766 75.690415878 78.7626720994 78.0729863498 51.047673117
I_958138 72.7634097753 98.1046575098 84.8344883545 128.9748849 107.238956559 76.4573580786
I_1152328 71.4700553658 127.889786173 123.931779637 135.453912268 89.0057716542 92.1632409743
Eu-HMTase1 79.0777187159 30.817272306 49.4951301562 62.6646270971 93.7371578193 65.6063418455
RAB1A 89.0851080942 76.4720669463 54.4581860309 109.145700018 107.924483094 76.6167985606
UCHL1 63.7111890055 107.160375824 105.568153144 125.359933534 95.5926657993 68.2172794697
RPL3 126.973549216 118.498512974 107.2790434 90.7917962676 60.5577958519 57.6234483044
FLJ20188 89.9130053065 144.411300432 127.524607291 131.141224513 115.659508544 99.602884813
EGR2 215.98641749 143.866485563 107.332174994 225.506462591 244.650336313 257.386968541
I_962003 117.977884249 130.381057241 88.3451302492 90.6322972974 66.6635857782 55.1294955673
FEM1A 54.0609146136 144.642635087 105.615281523 92.3156218097 93.4282959626 87.5714432087
RBM9 93.9474455421 46.6166786515 56.5419379161 69.3571833559 74.6100737783 86.1287671057
ABCE1 88.0103109882 70.2233954315 45.5909947871 80.1264619042 81.9485132162 57.4144309982
RALA 71.4535085406 50.5330248236 48.6975400599 89.9439249219 94.3870776064 80.109339872
CSNK1E 96.6386201186 72.9700162929 76.1584529093 112.61441783 114.573424791 105.989646107
COL6A1 134.288422401 99.7028371681 106.05856495 82.6237751634 63.6404344691 39.3751408956
I_935807 48.7109678894 98.0984124998 58.1629051651 79.5624844963 66.5680838843 51.597952888
RBM4 128.972516485 254.668020495 245.995350537 108.287000536 124.442973169 141.738027599
I_958545 152.335343921 88.3633516056 127.680970358 146.342438728 135.782385902 116.583249642
I_1152000 65.8751828791 116.790856602 110.541365948 132.562167214 81.6037729585 91.2972015258
FLJ20397 115.292303175 85.9714058307 67.5743493627 83.8403006222 87.1079847752 84.3171281159
TULP3 78.4585373728 77.8542324555 105.518567055 126.810866747 115.37316603 135.988929476
I_956882 51.5326100568 63.7463475982 29.3764784274 43.0640792336 45.3271042871 22.5359859579
ZNF225 68.511976258 118.301594022 123.923983329 134.6055712 84.9892549877 97.9917102747
RSC1A1 99.111331242 74.2670402952 111.046142832 152.979144384 115.240358765 116.111622274
ZNF230 126.170306781 190.340417675 139.077076017 168.463441384 111.754050151 106.654903821
DKFZp762K2015 64.9089422744 43.9280209332 55.5294129449 103.319227011 88.2637209702 67.5453721851
I_1152283 91.2937390318 93.0510275518 91.127121952 118.016570411 93.8496036939 94.2105709213
MGC5347 84.4501007914 137.061638417 130.447845903 132.679230494 124.321519838 79.3629032827
FLJ10803 70.4101827392 106.073343876 72.5845835153 62.0871688072 63.2143353965 59.0265546508
I_962628 76.8187314947 51.9415960634 37.342248326 82.0173011821 86.3250398393 65.6275905905
ALP 75.8020330048 191.360659935 149.02805478 145.912217011 94.1109869003 107.235987468
I_1100080 57.8196422298 137.792997824 135.603166071 122.301737424 107.067649389 92.5730080184
CPS1 103.158879934 83.8509027365 58.1023957919 63.3092844159 72.5416890344 58.6585022178
I_1110051 80.0346270819 89.0353069279 96.9383650155 134.748261156 108.159918902 95.7313838132
NDUFS4 68.1286920991 114.206463488 61.785074687 61.2387821715 52.2012386823 45.6095681074
APC4 70.370956659 81.9701726105 61.8865916467 106.292118808 72.3726050287 76.9471318378
ADA 124.714225047 120.748564005 122.385580555 122.30664012 198.320725742 203.711732535
AD24 71.5623885806 49.5721404275 49.8423991199 98.811463756 103.027389698 67.7314238254
SE20-4 112.458279082 135.103798199 172.709291168 168.80189967 148.921416924 142.649477837
AKR1A1 151.806615546 172.395370756 187.388033604 171.847995778 185.309305163 288.120388155
FLJ10702 59.9795355546 100.327372168 156.993671122 71.6749921713 114.174175544 153.254361555
ASK 52.2953815842 79.7142774817 47.0929112866 52.0660569407 46.7446694793 23.203380854
LOC51177 126.298620208 89.8324240887 90.6838189873 80.1451956557 91.0602372312 104.523615946
HNRPH1 55.4466035829 82.0143577662 51.5379609645 50.9127575693 61.4317234333 29.3913820802
FLJ12888 45.4395470509 108.501628859 73.9127781863 112.894702085 72.7979584962 37.6113956312
TCF7L2 82.8554045072 23.5309467077 47.5805868528 58.3133354666 73.0799950318 54.11900492
FLJ11753 81.9247984732 79.5386062929 54.9271779481 41.0202742951 70.2686650547 45.3690133332
DKFZP564A022 88.1531942518 91.4768264381 71.9781071257 107.918485415 115.41972334 99.8415254497
E2F5 75.0862579751 65.9709520401 62.5287379937 92.2854852909 109.562359962 78.1220057821
MGC8974 67.6625648135 72.6813129272 76.7931695647 105.840190396 80.9594891025 77.9709523465
FLJ11785 69.6057812433 94.6904698074 58.0747719929 137.862879416 131.49902758 104.242237863
LOC51690 74.801298155 143.754718918 107.109668415 104.041170622 119.235810712 115.619458607
I_966747 74.2672382283 125.572776271 121.692908055 179.326688136 110.589629443 99.0325648968
I_1109426 123.914530062 96.9097656335 81.5499680034 67.8058479589 97.8877037557 72.1959892255
AD022 75.3554918883 138.574754141 109.26107215 173.410235642 116.514624001 108.183626349
FLJ10038 89.6751957173 97.7896388592 91.2828491937 172.723175915 113.803369759 113.556560718
C5orf3 75.6248438753 88.871393262 60.9440399567 121.106123164 103.983386402 89.372094102
SR-BP1 76.1726677313 115.98547691 177.330102337 77.5175077065 109.593181142 162.471543421
I_959311 133.092983673 109.754074102 140.988329839 158.650595998 214.10683781 166.186136233
MSTP028 80.8957644529 116.561133897 117.887903851 113.258349196 92.5627743132 70.810602063
VIT1 69.9568536119 34.2587069517 48.5719621884 75.3849352191 72.3229746373 59.9261185982
SNRPG 56.1278597864 109.013124731 54.0122794149 83.396944197 69.4586697467 70.372010552
PSME2 112.630514849 143.576174053 141.273108879 166.954540094 130.014467353 162.343900336
RNF25 130.109771107 148.380521594 174.751007105 131.768616159 102.617664402 144.708503461
PPP1CC 78.7275825568 54.727767035 43.3311742662 84.6279937716 87.8338357197 57.8102509455
NOT56L 186.650732445 123.875355956 164.541369681 121.823144426 187.112319248 204.995713498
PCNT2 82.5889874341 51.7615226749 48.032179578 70.7946506825 54.8399779822 50.4955357616
ACTL6 169.526599549 108.370668118 88.3360405737 53.1666816188 69.6690619714 80.1611775126
ARNTL 46.217534833 22.4865849036 58.7230885883 99.4815715034 94.8759331958 58.944941895
GNG11 50.5099189891 104.962995922 65.9933004234 98.9016769329 99.7344163622 110.701719478
KIAA1084 73.1082905721 85.1603692883 97.705980016 131.190151109 92.3189256494 86.0414770841
C11orf14 137.609402301 107.90820747 69.637036426 81.8146520912 89.1352653733 78.6721745884
MAP1A_1BLC3 100.134897496 178.926385119 220.965511344 194.831024153 140.633365907 140.455104532
FLJ11200 95.2537689744 93.0269429022 71.1535426639 109.980807706 83.5221670273 94.636401034
I_1152325 70.7624023606 42.3262478508 35.9469733902 69.5569401421 60.5444558814 49.6084366408
NDUFA5 74.6914311067 137.867696452 89.1627905622 144.795105509 85.3905718025 97.4283611201
CRFG 87.2297453418 95.1185440843 101.180543441 135.994783357 118.687529832 81.5567543042
PIGC 97.2688535615 168.839194547 179.485555174 197.962354999 113.820087211 113.477797216
LOC51290 65.767783426 85.0732671222 45.7083890343 78.6258743763 56.4161421108 48.5426214954
F3 63.9097134527 75.0978471333 40.1953664393 85.359833902 59.1696686035 43.8326749763
MLF2 109.744673142 108.840977606 141.934100993 168.796218375 165.05633529 142.744588844
I_928578 72.0172771579 64.9054363653 38.6321841307 69.7817760574 88.528927812 68.0607675789
MRPL16 79.3845179071 119.164988975 94.723426783 155.598386806 103.342668828 89.4208451184
TP53 125.717213542 111.41801287 124.589448892 114.555903174 124.846021044 151.358872402
KIAA0036 61.0954039498 52.085958873 54.5101378189 106.881121859 115.396306 81.3752672246
GALNT6 116.289182977 93.6674124136 85.7801781912 77.985188109 82.0502797659 94.6698842305
NCBP1 86.148302953 68.3462463148 38.7642373327 75.5583841769 85.1150563608 62.9421360096
I_929363 86.4375424565 82.33758406 41.1044669304 60.3476553062 74.8162121485 69.5733438681
GNG10 44.9811286108 114.113263715 62.6353557677 88.6913260521 79.1206037991 66.1764440717
NUDE1 87.1924808554 46.2159780595 66.7294112408 74.17517199 103.340332372 86.8423941415
KRTHA5 114.337815738 104.956577762 114.688847616 93.8011353469 118.516744253 116.458699151
EIF2S3 118.19714506 140.329282945 104.054143917 69.3503081441 73.1770777792 96.3907443843
I_964074 113.716445761 132.624987761 134.552076518 128.932959402 75.7417232281 73.6700454605
ZNF274 73.1391299575 110.204993778 110.738739777 139.671754953 97.7516467664 83.5831342023
HSPC067 58.4718170168 98.7452775722 61.850308188 106.127657781 80.0365947764 68.4164392138
MGC5302 67.3426220922 85.1058719267 84.0793122187 136.940053388 125.966090672 92.8672724432
ACAT1 84.5647282972 128.030584977 83.1551808948 115.04061592 135.443310681 135.915635519
GSPT2 154.019428763 143.785999418 101.704812168 91.6994721903 144.006793978 108.861352393
MGC14832 100.7475543 134.616281143 140.041634167 145.217023652 140.016898393 120.716637583
MGEA5 63.569493734 69.7037521254 68.3659036695 102.13704046 85.135131248 67.8936236179
VCL 107.04022829 66.4981279656 61.2881594561 44.1002737386 69.7367007113 69.023867821
MGC5297 72.5343403808 156.704061883 111.45385424 130.615311314 96.3556124428 70.5117298262
IL2RB 85.5830463453 76.9091519639 84.0248658319 59.8820187234 85.968970924 78.2802926182
I_933170 81.1416593991 131.547403073 141.671551255 142.612560725 72.5054667842 105.313848243
ANKRA2 106.198264301 193.643767713 200.963380806 194.058223806 181.558822145 171.113961055
SLC22A5 117.255030429 106.234641591 111.088841797 165.267909847 141.618888056 116.828326401
PFDN2 116.72744622 160.30990373 83.1010403235 84.086596927 90.1202780581 86.9984193869
CML66 62.7680564884 44.6035008102 35.7987397198 67.2837657042 67.7464056476 46.8465687014
FLJ12619 98.0596473222 78.8812636238 64.3558921238 130.153728945 128.736019079 93.4867697292
THBS2 218.519045438 162.22323101 158.297643946 104.588051244 147.717277567 111.898467726
FLJ20272 111.405406939 48.3230129862 39.3733719546 52.4265762518 42.9453629777 45.5235087635
RAI14 66.9505669627 36.2372797567 20.1598336148 36.7147355593 36.3559152879 23.8509872465
I_1152190 127.066974182 149.011597365 131.55299637 197.920231652 138.127915869 149.786077433
I_959237 130.160996473 195.919222401 148.093821254 102.326699778 127.674062367 124.580205645
I_932268 55.3297273232 113.726593709 155.582510421 67.3937087401 119.022663744 166.904959694
SPR 133.057557599 198.663066951 209.984711291 214.918030735 187.603319697 226.939003485
ADAM8 101.872719298 110.183993508 87.0493893776 69.8830978472 56.2759307974 63.5461215004
FACL4 97.6027796974 68.9310854231 44.7588769792 51.2662262229 70.0282120799 61.6567910532
SFRS2IP 88.4900419108 59.5149809277 73.9234266925 89.1843899053 112.3556793 92.3437404443
