gene	domain
CRIM1	pfam02822
CRYAB	pfam00525
CRYAB	pfam00525
CRYAB	pfam00525
CRYAB	pfam00525
CSE1L	pfam03378
CSE1L	pfam08506
CSE1L	pfam03378
CSE1L	pfam08506
CSE1L	pfam03378
CSE1L	pfam08506
CSTF2T	pfam14304
CSTF2T	pfam14327
CTGF	pfam00093
CTGF	pfam00219
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNA1	pfam01044
CTNNAL1	pfam01044
CTNNAL1	pfam01044
CTNNAL1	pfam01044
CTPS	pfam00117
CTPS	pfam06418
CTSK	pfam00112
CUL5	pfam00888
CUL5	pfam10557
CUL5	pfam00888
CUL5	pfam10557
CUL5	pfam00888
CUL5	pfam00888
CUL5	pfam10557
CUL5	pfam00888
CUL5	pfam10557
CYB5	pfam00173
CYB5	pfam00173
CYB5	pfam00173
CYB5	pfam00173
CYLN2	pfam01302
CYLN2	pfam01302
CYR61	pfam00219
DAAM1	pfam02181
DAAM1	pfam06367
DAAM1	pfam06371
DAAM1	pfam10211
DAAM1	pfam02181
DAAM1	pfam06367
DAAM1	pfam06371
DAAM1	pfam10211
DAAM1	pfam02181
DAAM1	pfam06367
DAAM1	pfam06371
DAAM1	pfam10211
DAAM1	pfam02181
DAAM1	pfam06367
DAAM1	pfam06371
DAAM1	pfam10211
DARS	pfam00152
DC13	pfam08583
DC13	pfam08583
DC13	pfam08583
DC13	pfam08583
DC13	pfam08583
DCI	pfam00378
DCI	pfam00378
DCK	pfam01712
DCLRE1A	pfam07522
DCLRE1A	pfam07522
DCLRE1A	pfam07522
DCLRE1A	pfam07522
DD5	pfam00632
DD5	pfam11547
DD5	pfam00632
DD5	pfam11547
DD5	pfam00632
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15259
DDA3	pfam15265
DDA3	pfam15259
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDEF1	pfam00169
DDEF1	pfam01412
DDEF1	pfam12796
DDIT3	pfam16214
DDIT3	pfam16214
DDX15	pfam07717
DDX26	pfam15300
DDX26	pfam15300
DDX26	pfam15300
DDX26	pfam15300
DDX26	pfam15300
DDX26	pfam15300
DDX28	pfam00271
DDX3	pfam00271
DDX3	pfam06273
DDX3	pfam00271
DDX3	pfam06273
DDX3	pfam00271
DDX3	pfam06273
DDX3	pfam00271
DDX3	pfam06273
DDX32	pfam07717
DDX32	pfam07717
DDX32	pfam07717
DEK	pfam08766
DEK	pfam08766
DEK	pfam08766
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKA	pfam00130
DGKA	pfam13499
DGKA	pfam14513
DGKA	pfam00130
DGKG	pfam13499
DGKG	pfam14513
DGKG	pfam13499
DGKG	pfam14513
DGKG	pfam13499
DGKG	pfam14513
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam02181
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam03938
DIAPH3	pfam06367
DIAPH3	pfam06371
DIAPH3	pfam03938
DIAPH3	pfam06367
DIAPH3	pfam06371
DJ742C19.2	pfam05240
DJ742C19.2	pfam08210
DJ742C19.2	pfam05240
DJ742C19.2	pfam08210
DJ79P11.1	pfam04538
DJ79P11.1	pfam04538
DJ79P11.1	pfam04538
DJ79P11.1	pfam04538
DKK1	pfam04706
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam00625
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG1	pfam09058
DLG1	pfam10600
DLG1	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam00625
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam09058
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam09058
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam10600
DLG2	pfam10608
DLG2	pfam00625
DLG2	pfam00625
DLG2	pfam00625
DLL1	pfam07657
DLL1	pfam01414
DLL1	pfam07657
DLX2	pfam00046
DLX2	pfam12413
DNAJL1	pfam00226
DNAJL1	pfam00226
DNAJL1	pfam00226
DOCK1	pfam16172
DOCK1	pfam16172
DOCK1	pfam16172
DOCK1	pfam16172
DPM3	pfam08285
DPM3	pfam08285
DPM3	pfam08285
DPYD	pfam13187
DPYD	pfam13450
DPYD	pfam14691
DPYD	pfam14691
DPYD	pfam13187
DPYD	pfam13450
DPYD	pfam14691
DPYD	pfam14697
DPYD	pfam13450
DPYD	pfam14691
DRPLA	pfam03154
DRPLA	pfam03154
DSCR2	pfam16094
DSCR2	pfam16094
DSCR2	pfam16094
DSCR2	pfam16094
DTYMK	pfam02223
DTYMK	pfam02223
DTYMK	pfam02223
DTYMK	pfam02223
DTYMK	pfam13900
DTYMK	pfam02223
DXS9879E	pfam09341
E46L	pfam09759
E46L	pfam09759
EDG1	pfam00001
EDG1	pfam00001
EGLN1	pfam01753
EGLN1	pfam01753
EGLN1	pfam01753
EGR1	pfam00096
EGR1	pfam05687
EGR1	pfam11914
EGR1	pfam11928
EGR1	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR2	pfam00096
EGR2	pfam11928
EGR2	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EGR3	pfam00096
EGR3	pfam11928
EGR3	pfam13465
EHHADH	pfam00725
EHHADH	pfam02737
EHHADH	pfam00725
EHHADH	pfam02737
EHHADH	pfam00725
EHHADH	pfam02737
EHHADH	pfam00725
EHHADH	pfam02737
EHHADH	pfam00725
EHHADH	pfam02737
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EHM2	pfam00373
EHM2	pfam08736
EHM2	pfam09379
EIF4E	pfam01652
EIF4E	pfam01652
EIF4E	pfam01652
EIF4E	pfam01652
EIF4E	pfam01652
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam17040
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam02847
EIF4G3	pfam02854
EIF4G3	pfam11235
EIF4G3	pfam02847
EIF4G3	pfam02854
ELL2	pfam01690
ELL2	pfam07303
ELL2	pfam10390
ELL2	pfam01690
ELL2	pfam07303
ELL2	pfam10390
ELL2	pfam01690
ELL2	pfam07303
ELL2	pfam10390
ELL2	pfam01690
ELL2	pfam07303
ELL2	pfam10390
ELL2	pfam01690
ELL2	pfam07303
ELL2	pfam10390
ELOVL4	pfam01151
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EML1	pfam03451
EMP1	pfam00822
EPAS1	pfam08447
EPAS1	pfam08778
EPAS1	pfam11413
EPAS1	pfam08447
EPAS1	pfam08778
EPAS1	pfam11413
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERBB2IP	pfam13855
ERBB2IP	pfam12799
ERBB2IP	pfam13855
ERCC1	pfam00633
ERCC1	pfam03834
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam00633
ERCC1	pfam03834
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam00633
ERCC1	pfam03834
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam03834
ERCC1	pfam14520
ERCC1	pfam00633
ERCC1	pfam03834
ETAA16	pfam15350
ETR101	pfam05760
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
ETV1	pfam04621
Eu-HMTase1	pfam13637
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam13637
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
Eu-HMTase1	pfam13637
Eu-HMTase1	pfam05033
Eu-HMTase1	pfam12796
EXT1	pfam03016
EXT1	pfam09258
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
EZH2	pfam11616
F3	pfam01108
F3	pfam01108
F3	pfam09294
FAP	pfam00326
FAP	pfam00930
FAP	pfam00326
FAP	pfam00930
FAP	pfam00326
FAP	pfam00930
FAP	pfam00930
FARP1	pfam00169
FARP1	pfam00373
FARP1	pfam08736
FARP1	pfam09379
FARP1	pfam00169
FARP1	pfam00373
FARP1	pfam08736
FARP1	pfam09379
FARP1	pfam00169
FARP1	pfam00373
FARP1	pfam08736
FARP1	pfam09379
FARP1	pfam00169
FARP1	pfam00373
FARP1	pfam08736
FARP1	pfam09379
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FAT	pfam01130
FBN1	pfam00683
FBN1	pfam06247
FBN1	pfam07645
FBN1	pfam12947
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXL5	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO30	pfam12937
FBXO5	pfam00646
FBXO5	pfam01485
FBXO5	pfam00646
FBXO5	pfam01485
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FBXW1B	pfam12125
FBXW1B	pfam12937
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FDXR	pfam13450
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FER1L3	pfam08150
FER1L3	pfam08151
FER1L3	pfam08165
FER1L3	pfam16165
FIBP	pfam05427
FIBP	pfam05427
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FKSG14	pfam11802
FLOT2	pfam15975
FLOT2	pfam15975
FLOT2	pfam15975
FLOT2	pfam15975
FLOT2	pfam15975
FMR1	pfam00013
FMR1	pfam05641
FMR1	pfam00013
FMR1	pfam05641
FMR1	pfam12235
FMR1	pfam16098
FMR1	pfam00013
FMR1	pfam05641
FMR1	pfam00013
FMR1	pfam05641
FMR1	pfam12235
FMR1	pfam16098
FMR1	pfam00013
FMR1	pfam05641
FMR1	pfam12235
FMR1	pfam16098
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FN1	pfam00039
FN1	pfam00041
FOXD1	pfam00250
FSTL1	pfam13499
FTL	pfam00210
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUBP1	pfam09005
FUCA1	pfam16757
FUCA1	pfam16757
FUCA1	pfam16757
FUT8	pfam02050
FUT8	pfam12711
FUT8	pfam02050
FUT8	pfam12711
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam05641
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam16097
FXR1	pfam12235
FXR1	pfam16096
FXR1	pfam12235
FXR1	pfam16096
FZD4	pfam01534
FZD7	pfam01534
G0S2	pfam15103
GAA	pfam00088
GAA	pfam01055
GAA	pfam16863
GAA	pfam00088
GAA	pfam01055
GAA	pfam16863
GAA	pfam00088
GAA	pfam01055
GAA	pfam16863
GAA	pfam00088
GAA	pfam01055
GAA	pfam16863
GAA	pfam00088
GAA	pfam01055
GAA	pfam16863
GADD45A	pfam01248
GADD45A	pfam01248
GALNT1	pfam00652
GALNT1	pfam00652
GALNT1	pfam00652
GALNT2	pfam00652
GALNT2	pfam00652
GALNT7	pfam00652
GALNT7	pfam00652
GALNT7	pfam00652
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GART	pfam01071
GART	pfam02843
GART	pfam02844
GAS41	pfam01576
GAS41	pfam03366
GBE1	pfam02806
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GBF1	pfam01369
GBF1	pfam12783
GEM	pfam07412
GEM	pfam07412
GEM	pfam07412
GEM	pfam07412
GEM	pfam07412
GEM	pfam07412
GGH	pfam07722
GLI3	pfam13465
GLI3	pfam13465
GMDS	pfam16363
GMDS	pfam16363
GMDS	pfam16363
GMDS	pfam16363
GMDS	pfam16363
GMDS	pfam01370
GMDS	pfam16363
GMDS	pfam16363
GMDS	pfam16363
GNAQ	pfam00503
GOLGA3	pfam05010
GOLGA3	pfam05010
GOLGA3	pfam05010
GOLGA3	pfam05010
GOLGA3	pfam05010
GOLGA3	pfam05010
GOLGA3	pfam01496
GOLPH3	pfam05719
GOLPH3	pfam05719
GOLPH3	pfam05719
GPC6	pfam01153
GPC6	pfam01153
GPC6	pfam01153
GPC6	pfam01153
GPC6	pfam01153
GPR35	pfam00001
GPR35	pfam00001
GPR35	pfam00001
GPR48	pfam00001
GPR48	pfam01462
GPR48	pfam13855
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB10	pfam00169
GRB10	pfam08947
GRB14	pfam00169
GRB14	pfam08947
GRB14	pfam00169
GRB14	pfam08947
GRB14	pfam00169
GRB14	pfam08947
GRB14	pfam00169
GRIM19	pfam06212
GSS	pfam00377
GSS	pfam11587
GSS	pfam00377
GSS	pfam11587
GSS	pfam00377
GSS	pfam11587
GSS	pfam00377
GSS	pfam11587
GSS	pfam00377
GSS	pfam11587
GTF2F2	pfam02270
GTF2F2	pfam02270
GTF2I	pfam02946
GTF2I	pfam02946
GTF2I	pfam02946
GTF2I	pfam02946
GTF2I	pfam02946
GTF2I	pfam02946
GTSE1	pfam15259
GTSE1	pfam15259
GTSE1	pfam15259
GTSE1	pfam15259
GTSE1	pfam15259
GTSE1	pfam15259
GYS1	pfam05693
GYS1	pfam09007
GYS1	pfam05693
GYS1	pfam09007
H1F2	pfam00538
H1F4	pfam00538
H1F5	pfam00538
H2AFY	pfam06959
H2AFY	pfam06959
H2AFY	pfam06959
H2AFY	pfam06959
H2AFY	pfam06959
H2AFY	pfam06959
H2BFB	pfam00125
H2BFB	pfam00125
H2BFB	pfam00125
H2BFD	pfam00125
H2BFE	pfam00125
H2BFG	pfam00125
